Date,Fatalities
23 Jan 1983,0
23 Jul 1983,0
19 Aug 1983,0
2 Nov 1983,0
9 Dec 1983,0
11 May 1985,0
24 Oct 1985,0
31 Mar 1986,0
30 Jun 1987,0
9 Jul 1987,
12 Jul 1987,0
16 Aug 1987,0
22 Aug 1987,0
4 Oct 1987,0
19 Jan 1988,0
26 Jan 1988,0
24 Mar 1988,0
26 Aug 1988,0
7 Sep 1988,
3 Apr 1989,0
5 Sep 1989,0
26 Oct 1990,0
xx Feb 1991,0
xx Feb 1991,0
9 Mar 1991,0
4 May 1991,0
26 May 1991,223
23 Aug 1991,0
29 Aug 1991,0
16 Jan 1992,0
9 Feb 1992,0
13 May 1992,0
24 Jun 1992,0
27 Jun 1992,0
31 Jul 1992,0
27 Oct 1992,0
5 Jan 1993,0
8 Jan 1993,0
17 Feb 1993,0
6 Apr 1993,0
10 Apr 1993,0
16 Jul 1993,0
10 Aug 1993,0
6 Sep 1993,0
22 Oct 1993,0
31 Dec 1993,0
1 Jan 1994,0
29 Jun 1994,0
6 Apr 1995,0
19 May 1995,0
20 Jun 1995,0
16 Sep 1995,0
20 Feb 1996,0
20 Feb 1996,0
8 Mar 1996,0
28 May 1996,0
20 Jun 1996,0
25 Jun 1996,0
25 Jul 1996,0
12 Aug 1996,0
14 Nov 1996,0
19 Nov 1996,0
23 Nov 1996,125
7 Feb 1997,0
25 Feb 1997,0
27 Mar 1997,0
22 May 1997,0
3 Jun 1997,0
6 Jul 1997,0
6 Sep 1997,0
9 Jan 1998,0
12 May 1998,0
22 Jul 1998,0
11 Sep 1998,0
14 Sep 1998,0
4 Oct 1998,0
25 Nov 1998,0
4 Dec 1998,0
10 Dec 1998,0
15 Jan 1999,0
22 Mar 1999,0
31 Mar 1999,0
7 Jun 1999,0
29 Jun 1999,0
24 Aug 1999,0
2 Sep 1999,0
27 Sep 1999,0
31 Oct 1999,217
4 Nov 1999,0
20 Nov 1999,0
6 Dec 1999,0
22 Feb 2000,0
30 Mar 2000,0
24 May 2000,0
7 Jun 2000,0
7 Jun 2000,0
29 Jul 2000,0
18 Aug 2000,0
19 Sep 2000,0
20 Sep 2000,0
22 Sep 2000,0
10 Oct 2000,0
4 Nov 2000,0
26 Nov 2000,0
27 Dec 2000,0
25 Feb 2001,0
16 Mar 2001,0
21 Mar 2001,0
2 Apr 2001,0
9 Apr 2001,0
9 Apr 2001,0
17 Jul 2001,0
7 Sep 2001,0
11 Sep 2001,92+1600
11 Sep 2001,65+900
4 Dec 2001,0
22 Dec 2001,0
14 Feb 2002,0
5 Apr 2002,0
15 Apr 2002,129
22 Apr 2002,0
13 May 2002,0
26 Jun 2002,0
24 Aug 2002,0
27 Sep 2002,0
19 Oct 2002,0
20 Oct 2002,0
8 Dec 2002,0
27 Jan 2003,0
8 Mar 2003,0
31 Mar 2003,0
7 May 2003,0
31 May 2003,0
22 Sep 2003,0
10 Oct 2003,0
17 Oct 2003,0
25 Jan 2004,0
26 Jan 2004,0
19 Feb 2004,0
16 Jul 2004,0
28 Jul 2004,0
7 Aug 2004,0
23 Sep 2004,0
29 Sep 2004,0
2 Jan 2005,0
15 Mar 2005,0
27 Mar 2005,0
27 Mar 2005,0
22 May 2005,0
15 Jun 2005,0
11 Jul 2005,0
25 Aug 2005,0
28 Nov 2005,0
1 Dec 2005,0
15 Dec 2005,0
5 Jan 2006,0
22 Jan 2006,0
2 Feb 2006,0
21 Feb 2006,0
2 Jun 2006,0
17 Jun 2006,0
6 Aug 2006,0
30 Dec 2006,0
6 Feb 2007,0
15 Mar 2007,0
17 Mar 2007,
20 Apr 2007,0
1 Jul 2007,0
19 Jul 2007,0
20 Aug 2007,0
27 Oct 2007,0
22 Nov 2007,0
12 Dec 2007,0
27 Jan 2008,0
23 Feb 2008,0
1 Mar 2008,0
20 Mar 2008,0
8 May 2008,0
28 Jun 2008,0
16 Jul 2008,0
29 Jul 2008,0
26 Oct 2008,0
11 Dec 2008,0
13 Dec 2008,0
18 Jan 2009,0
5 Feb 2009,0
16 Feb 2009,0
20 Feb 2009,0
15 Apr 2009,0
20 Apr 2009,0
24 Apr 2009,0
20 May 2009,0
5 Jun 2009,0
6 Jun 2009,0
9 Jun 2009,0
19 Jun 2009,0
15 Jul 2009,0
20 Jul 2009,0
3 Aug 2009,0
7 Sep 2009,0
17 Sep 2009,0
5 Oct 2009,0
19 Oct 2009,0
27 Oct 2009,0
27 Oct 2009,0
4 Nov 2009,0
3 Jan 2010,0
13 Apr 2010,0
25 Apr 2010,0
29 Apr 2010,0
16 Jun 2010,0
15 Jul 2010,0
4 Aug 2010,0
15 Aug 2010,0
16 Aug 2010,0
6 Sep 2010,0
28 Sep 2010,0
3 Oct 2010,0
12 Nov 2010,0
22 Nov 2010,0
3 Dec 2010,0
5 Dec 2010,0
14 Jan 2011,0
10 Feb 2011,0
15 Mar 2011,0
14 Apr 2011,0
20 Apr 2011,0
27 Apr 2011,0
29 Apr 2011,0
9 Jun 2011,0
8 Jul 2011,0
14 Jul 2011,0
29 Jul 2011,0
19 Oct 2011,0
27 Oct 2011,0
1 Nov 2011,0
23 Dec 2011,0
2 Feb 2012,0
8 Feb 2012,0
26 Feb 2012,0
12 Mar 2012,0
4 May 2012,0
4 May 2012,0
27 May 2012,0
6 Jun 2012,0
20 Jun 2012,0
2 Jul 2012,0
3 Jul 2012,0
24 Aug 2012,0
25 Aug 2012,0
30 Aug 2012,0
13 Sep 2012,0
19 Nov 2012,0
26 Nov 2012,0
9 Dec 2012,0
23 Dec 2012,0
7 Jan 2013,0
16 Apr 2013,0
14 Aug 2013,0
1 Sep 2013,0
14 Sep 2013,0
18 Oct 2013,0
4 Nov 2013,0
8 Nov 2013,0
17 Nov 2013,0
5 Dec 2013,0
18 Dec 2013,0
5 Jan 2014,0
21 Jan 2014,0
30 Jan 2014,0
2 Feb 2014,0
17 Feb 2014,0
20 Feb 2014,0
20 Feb 2014,0
22 Feb 2014,0
13 Mar 2014,0
19 Mar 2014,0
3 May 2014,0
17 Jun 2014,0
20 Jun 2014,0
5 Jul 2014,0
6 Jul 2014,0
11 Jul 2014,0
18 Aug 2014,0
25 Aug 2014,0
5 Sep 2014,0
7 Sep 2014,0
12 Sep 2014,0
20 Sep 2014,0
5 Nov 2014,0
17 Dec 2014,0
30 Dec 2014,0
15 Jan 2015,0
25 Jan 2015,0
14 Feb 2015,0
14 Mar 2015,0
20 Mar 2015,0
5 Apr 2015,0
12 Apr 2015,0
21 May 2015,0
5 Jun 2015,0
23 Jun 2015,0
29 Jun 2015,0
30 Jun 2015,0
12 Jul 2015,0
19 Aug 2015,0
22 Aug 2015,0
10 Oct 2015,0
29 Oct 2015,0
11 Dec 2015,0
18 Dec 2015,0
29 Jan 2016,0
21 Feb 2016,0
26 Feb 2016,0
1 Mar 2016,0
5 Mar 2016,0
6 Mar 2016,0
30 Mar 2016,0
24 Apr 2016,0
6 May 2016,0
31 May 2016,0
27 Jul 2016,0
31 Aug 2016,0
10 Sep 2016,0
15 Sep 2016,0
25 Sep 2016,0
25 Sep 2016,0
28 Oct 2016,0
10 Nov 2016,0
21 Nov 2016,0
29 Nov 2016,0
8 Dec 2016,0
20 Dec 2016,0
21 Dec 2016,0
15 Jan 2017,0
16 Jan 2017,0
15 Feb 2017,0
28 Feb 2017,0
8 Mar 2017,0
19 Mar 2017,0
15 Apr 2017,0
9 May 2017,0
17 Jul 2017,0
20 Jul 2017,0
22 Jul 2017,0
27 Jul 2017,0
5 Aug 2017,0
9 Aug 2017,0
21 Aug 2017,0
23 Aug 2017,
29 Aug 2017,0
31 Aug 2017,0
7 Sep 2017,0
12 Sep 2017,0
15 Oct 2017,0
30 Oct 2017,0
2 Nov 2017,0
16 Nov 2017,0
5 Dec 2017,0
14 Dec 2017,0
16 Dec 2017,0
19 Jan 2018,0
29 Jan 2018,0
9 Feb 2018,0
27 Feb 2018,0
10 Mar 2018,0
28 Mar 2018,0
7 Apr 2018,0
1 May 2018,0
21 May 2018,0
24 May 2018,0
29 May 2018,0
30 May 2018,0
30 May 2018,
27 Jun 2018,0
20 Jul 2018,0
27 Jul 2018,0
2 Aug 2018,0
26 Aug 2018,0
15 Sep 2018,0
24 Sep 2018,0
1 Oct 2018,0
6 Oct 2018,0
7 Oct 2018,0
17 Nov 2018,0
26 Nov 2018,0
4 Dec 2018,0
24 Dec 2018,0
5 Jan 2019,0
7 Feb 2019,0
14 Feb 2019,0
23 Feb 2019,3
2 Mar 2019,0
4 Mar 2019,0
21 Mar 2019,0
15 Apr 2019,0
28 Apr 2019,0
29 Apr 2019,0
1 May 2019,0
1 Jun 2019,0
5 Jun 2019,0
19 Jun 2019,0
21 Jun 2019,0
22 Jul 2019,0
15 Aug 2019,0
23 Aug 2019,0
25 Sep 2019,0
4 Oct 2019,0
8 Oct 2019,0
1 Dec 2019,0
19 Dec 2019,0
20 Jan 2020,0
31 Jan 2020,0
3 Feb 2020,0
8 Mar 2020,0
15 Mar 2020,0
24 May 2020,0
18 Jun 2020,0
1 Jul 2020,0
15 Jul 2020,0
24 Jul 2020,0
24 Jul 2020,0
11 Aug 2020,0
19 Aug 2020,0
28 Aug 2020,0
5 Sep 2020,0
22 Sep 2020,0
29 Jan 2021,0
27 Apr 2021,0
27 Apr 2021,0
11 May 2021,0
15 May 2021,0
23 May 2021,0
28 May 2021,0
29 May 2021,0
7 Jun 2021,0
17 Jun 2021,0
21 Jul 2021,0
29 Aug 2021,0
1 Sep 2021,0
11 Sep 2021,0
16 Sep 2021,0
18 Sep 2021,0
23 Sep 2021,0
23 Sep 2021,0
24 Sep 2021,0
9 Oct 2021,0
14 Oct 2021,0
7 Nov 2021,0
10 Nov 2021,0
18 Dec 2021,0
5 Jan 2022,0
8 Feb 2022,0
26 Feb 2022,0
23 Mar 2022,0
26 Mar 2022,0
28 Mar 2022,0
6 Apr 2022,0
17 Apr 2022,0
3 May 2022,0
10 May 2022,0
12 May 2022,0
14 Jun 2022,0
7 Jul 2022,0
23 Jul 2022,0
3 Aug 2022,0
12 Aug 2022,0
12 Aug 2022,0
24 Aug 2022,0
6 Sep 2022,0
15 Sep 2022,0
8 Oct 2022,0
15 Oct 2022,0
17 Oct 2022,0
8 Dec 2022,0
19 Dec 2022,0
20 Dec 2022,0
21 Dec 2022,0
24 Dec 2022,0
3 Jan 2023,0
3 Jan 2023,0
6 Jan 2023,0
25 Jan 2023,0
30 Jan 2023,0
1 Feb 2023,0
4 Feb 2023,0
4 Feb 2023,0
4 Feb 2023,0
5 Feb 2023,0
10 Feb 2023,0
28 Mar 2023,0
31 May 2023,0
10 Jun 2023,0
10 Jun 2023,0
14 Jun 2023,0
20 Jun 2023,0
28 Jun 2023,0
11 Jul 2023,0
12 Jul 2023,0
17 Jul 2023,0
24 Jul 2023,0
29 Jul 2023,0
29 Jul 2023,0
3 Aug 2023,0
20 Aug 2023,0
27 Aug 2023,0
31 Aug 2023,0
7 Sep 2023,0
16 Sep 2023,0
18 Sep 2023,0
29 Sep 2023,0
18 Oct 2023,0
16 Nov 2023,0
25 Nov 2023,0
29 Nov 2023,0
3 Dec 2023,0
3 Jan 2024,0
3 Jan 2024,0
18 Feb 2024,0
5 Mar 2024,0
11 Mar 2024,0
23 Mar 2024,0
24 Mar 2024,0
17 Apr 2024,0
23 Apr 2024,0
26 Apr 2024,0
7 May 2024,0
8 May 2024,0
15 May 2024,0
17 May 2024,0
27 May 2024,0
17 Jun 2024,0
27 Jun 2024,0
9 Jul 2024,0
16 Jul 2024,0
20 Jul 2024,0
6 Aug 2024,0
9 Aug 2024,0
10 Aug 2024,0
18 Aug 2024,0
27 Aug 2024,0
17 Sep 2024,0
3 Nov 2024,0
3 Nov 2024,0
